IMPACT_CATEGORY_ID,IMPACT_METHOD_ID,IMPACT_CATEGORY_NAME,IMPACT_CATEGORY_NAME_IN_METHOD
0a697521-c78b-4e23-ad16-8ad54ad10b67,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Freshwater ecosystems
ea8211f2-5ee5-4012-9785-f965dd345416,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,natural resources no LT,
4641f574-5552-48cd-b68f-af96fd4bc899,6e67b147-f0eb-48eb-bc09-0260d78a8f59,photochemical oxidant formation: terrestrial ecosystems no LT,
4eeb30db-3625-456f-99df-0ca72a4b9ae3,81928238-d7ba-45fc-9f28-af354c2b7dd3,climate change no LT,
536315f1-fd19-4896-9992-44baa7e6c92e,81928238-d7ba-45fc-9f28-af354c2b7dd3,"energy resources: non-renewable, fossil no LT",
94c4bf54-176d-4292-a605-a851fa4c4136,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,eutrophication no LT,
856b0452-c35a-44c7-a23a-9e819b2675a7,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,human toxicity: carcinogenic no LT,
052f7ba7-9746-4b02-babb-63dab6fa978f,ebc9c6e7-cb4d-4531-bfeb-284a9696c3e1,ecosystem quality no LT,Freshwater aquatic ecotoxicity
21b5cc52-876c-4605-8cb3-f67003e5c14e,b5192a30-6786-4ef8-a955-e2645c3d5420,acidification,
bd135238-1a22-4a6c-992e-912cbfb66798,7b047a8c-f78c-4100-b733-fad9eb0ed0ce,biogenic carbon content in product,
56b48868-3cf4-4acb-b052-0ba8dc244642,0634f451-e29f-4f37-96c1-803e3f9a5abd,materials for energy recovery,
90527aa7-2aad-4c6d-9abb-13788ab55975,2866e7bc-b77a-4e03-bd91-811890e254c0,use of non-renewable primary energy resources used as raw materials,
195b9e4d-8f84-4236-80bf-5be38c3f5cda,9f706f7a-3b76-47f8-ad14-c97d61c06e63,ecotoxicity: marine no LT,Marine aquatic ecotoxicity (MAETP inf)
800c1ce0-dca8-4b57-bbeb-7909601ecbd6,9f706f7a-3b76-47f8-ad14-c97d61c06e63,eutrophication no LT,eutrophication (fate not incl.)
b8fe09a3-8c79-420e-ae78-6d37e136dbcb,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,total,
3dd03150-54a1-4891-8189-8180fcd4e088,1bdce405-4884-4dea-ba55-397eba6ed51e,"ecotoxicity: freshwater, metals","Ecotoxicity, freshwater_metals"
2c84617f-e008-4c54-a506-d9d75a188d88,f1d1c1a0-8ecf-441c-8576-a18d463df41b,eutrophication: terrestrial,"Eutrophication, terrestrial"
da6788c4-bbe8-43d1-8945-cbcccd154ff7,78594638-6ea2-4bd2-b8ca-371494d952a7,land use no LT,Land use
0c582dd7-4359-4a1b-a0a8-8294db348479,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to water,POP into water
37ba182b-b391-4d41-8549-b56dea81d2e4,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,emissions to air no LT,Main air pollutants and PM
e07987d5-4783-4b84-9482-2db62adc6b09,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: total (excl. biogenic CO2),climate change
916b03b9-ab9f-4086-8fc1-e20dd939a460,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
e8ffbddc-c519-4ab4-b34a-96e78c8372c2,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
14f4313d-164a-4b99-85ff-f39d19f8422e,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
de079d7b-3612-4d40-9391-888d89557e4f,b42b5d7d-371c-4c00-a601-cf9572670e00,human health no LT,
e988f4fc-c9cc-4def-8394-f79445432a0f,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,human health,Human health
b2dc806b-1a6b-4323-b03d-57d188ac6834,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
4148699b-2d74-48ad-9bdf-250892bcf49f,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
f577eb33-4198-4eb5-974c-2e956ce1a88b,4d9ac60a-73ab-40cf-bc71-d967ef59865e,natural resources,Resources
c4e1fc3c-1ef6-461e-9ed8-38368ac23b1b,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
80114ce2-cf19-410c-b38e-fa10710b9483,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
c772a0b6-7013-484f-80c7-984372570196,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,human health no LT,
0be40178-6779-4ad9-8adc-2aaa43b81ab8,3b556c4d-862e-4fef-b735-ce7bd31a0217,photochemical oxidant formation: terrestrial ecosystems,Photochemical oxidant formation: terrestrial ecosystems
019a79bb-4a58-4226-b5f6-b3ef60bb0068,0310cf09-b06f-45ef-af69-b5a41880170d,human toxicity: non-carcinogenic,Human toxicity: non-cancer
d56f4cdb-75ff-48a6-98b8-30ff998da32b,81928238-d7ba-45fc-9f28-af354c2b7dd3,ecotoxicity: terrestrial no LT,
6e4ca683-8be0-42cb-b327-cc592f5f3b5f,7c75c405-5084-429a-9edf-3f1d1fefad82,acidification,Acidification
11e72f5d-312e-4307-ade5-cf1319fbbdf2,0634f451-e29f-4f37-96c1-803e3f9a5abd,materials for recycling,
c7c113ae-9fef-489b-b9e6-a46b12f00ad9,35716c60-7337-4442-9f3a-42effd692b82,climate change,global warming (GWP100)
74db3e6e-3a03-4620-b782-d3e3a9d85336,35716c60-7337-4442-9f3a-42effd692b82,ozone depletion,ozone layer depletion (ODP steady state)
0b5325c2-4606-49fa-8533-6a0992ae689c,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: non-renewable, fossil",
26a0a251-0b84-4300-b108-1e3dec435a3e,1bdce405-4884-4dea-ba55-397eba6ed51e,human toxicity: carcinogenic,"Human toxicity, cancer"
a0c5e8c2-7b6c-4cc8-bdbe-549bac1262ac,1bdce405-4884-4dea-ba55-397eba6ed51e,ionising radiation: human health,"Ionising radiation, human health"
c29603b4-7f08-497e-898e-3e3caec86e71,208ef1bf-6c80-401e-b773-54f0960c09d9,human toxicity: carcinogenic no LT,"Human toxicity, cancer"
46bf7cc4-a680-42b1-b8e7-32627852c9d7,208ef1bf-6c80-401e-b773-54f0960c09d9,material resources: metals/minerals no LT,"Resource use, minerals and metals"
bef42b33-899b-4a06-a589-14486d206a3e,f1d1c1a0-8ecf-441c-8576-a18d463df41b,water use,Water use
96ef991f-995a-4561-ac6d-bf54d3d30e74,78594638-6ea2-4bd2-b8ca-371494d952a7,"ecotoxicity: freshwater, organics no LT","Ecotoxicity, freshwater_organics"
5b78da53-7efd-4000-9836-050ea4caabc8,78594638-6ea2-4bd2-b8ca-371494d952a7,eutrophication: marine no LT,Eutrophication marine
0ea164a1-a398-4d25-8770-35dc3545d030,a0eb6ad1-a4aa-47aa-a80e-a94961846fc7,emissions to soil,
58231ce3-1beb-49f6-a545-cd6b02779bb6,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,emissions to soil no LT,Pesticides into soil
1bad0867-cf7e-48fe-86ae-57a5de5029c1,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: total (excl. biogenic CO2) no LT,climate change
c9449d54-f514-47ae-835d-b0aeceddcd2b,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Freshwater ecosystems
7aaed5ab-bce4-4d20-99a2-ae52c25374d3,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
e25b4c81-0c98-476b-a582-646954333ae0,b42b5d7d-371c-4c00-a601-cf9572670e00,natural resources no LT,
5127b367-7558-45ac-a619-9faf302b4d66,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
adc1e393-be83-4254-81ff-0cec3c52fb47,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
e50749c5-f602-4bbf-924c-84a40cf56a53,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,human health no LT,
a7cc23bd-6a4d-411d-9221-fcd39155a313,81928238-d7ba-45fc-9f28-af354c2b7dd3,photochemical oxidant formation: human health no LT,
8ec25434-433a-4729-8b1d-85e2181fff27,1b75e464-5938-4fbb-abc6-c15790d99ea7,eutrophication: freshwater no LT,
9821b39e-3c1a-4663-897a-7f7a24f28745,45ce7db6-4f98-48be-b7da-70fed54ab279,ecosystem quality,Freshwater aquatic ecotoxicity
468406b6-e606-40a1-b819-aa5d6866563b,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: biogenic (EF v3.1 - IPCC 2021),
28acaf97-9f74-4b61-bbab-347e5c73bb8b,0634f451-e29f-4f37-96c1-803e3f9a5abd,exported energy - electricity,
3b27350b-8887-4e9c-a0a3-095facbda732,2866e7bc-b77a-4e03-bd91-811890e254c0,use of secondary material,
94377fc4-1b8b-486d-83e2-9ff90110f964,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,"energy resources: non-renewable, biomass",
5360f955-4792-47d6-9eb1-ccaf63db3ee7,f1d1c1a0-8ecf-441c-8576-a18d463df41b,ecotoxicity: freshwater,"Ecotoxicity, freshwater"
384d6a26-1ef7-4419-92b6-0b827673fbe5,f1d1c1a0-8ecf-441c-8576-a18d463df41b,land use,Land use
9c93e9c3-8e39-41e8-97b5-ea6598804753,78594638-6ea2-4bd2-b8ca-371494d952a7,human toxicity: non-carcinogenic no LT,"Human toxicity, non-cancer"
39334f74-7a6a-4820-876e-5bf3612441b5,ac3b6c62-8053-4725-9756-07064cfcc810,emissions to water no LT,
5c5a6e24-5280-42df-a66d-695326428d00,ac3b6c62-8053-4725-9756-07064cfcc810,"energy resources: non-renewable, fossil no LT",abiotic resources
178e28af-0aeb-43a2-ab96-9ff901111700,1dc61e56-76cb-474b-91b5-9ff9011116ff,land occupation,
d93155e4-4753-4315-92cd-f83e1cd06bdb,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to air,Heavy metals into air
5bc1aa4e-3b34-478e-8fb3-a59c132b074a,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,emissions to air no LT,Radioactive substances into air
6f9e95a3-5474-4673-96c4-b70614269ce6,f7ccc5f2-24df-4135-bab9-d6d0d7eff96f,natural resources no LT,Biotic resources
3f944656-4aa1-45a1-b24a-9ccbe38caa1a,878dcbcd-0c37-4d68-9081-fc0c5a567217,human health,Remaining Human health damage
f4b13f47-118c-447f-a43c-76b5e0ca85a8,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
9da0b5f6-0a72-4611-8ab0-cfcc8eaf8a5c,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Terrestrial ecosystems
c6427e1b-5890-46a7-a301-d863194f6db6,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
af1bf973-a011-4e86-a682-268b3a52c9ba,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Freshwater ecosystems
d0324fc4-4f4b-44a8-88ea-92948eef713f,e1ba87fc-66bd-4be7-8b09-e4d14da279be,natural resources no LT,
c5fb8522-3acc-467c-9716-0d6e93ce914d,81928238-d7ba-45fc-9f28-af354c2b7dd3,ozone depletion no LT,
ea683a5d-0508-4b83-9ecc-03d7f530179e,be309eb5-a03c-4546-9608-81b504e08735,ecotoxicity: marine,Marine ecotoxicity
2b7491ee-0506-404b-abd8-38df69f1eb75,be309eb5-a03c-4546-9608-81b504e08735,human toxicity: carcinogenic,Human toxicity: cancer
e4d8d66c-0d99-42a6-a67c-e7c59ff6c8de,be309eb5-a03c-4546-9608-81b504e08735,water use,Water use
5c36b973-adbb-4e51-816f-b4c6edfe2c57,1b75e464-5938-4fbb-abc6-c15790d99ea7,ecotoxicity: freshwater no LT,
7dc1885f-c489-49d4-bb4d-10a67c53f3c4,1b75e464-5938-4fbb-abc6-c15790d99ea7,photochemical oxidant formation: terrestrial ecosystems no LT,
ab49bd31-66bc-442f-8066-99ce496b733d,7c75c405-5084-429a-9edf-3f1d1fefad82,ozone depletion,Ozone Depletion
ec081180-6f2d-46cb-ac7e-597ebbd50daf,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,photochemical oxidant formation no LT,
2fda2679-1074-4ace-864f-bc8ddfb7f171,b5192a30-6786-4ef8-a955-e2645c3d5420,material resources: metals/minerals,
191b123f-34d2-4da6-9b7e-e5dd7c938be8,1bdce405-4884-4dea-ba55-397eba6ed51e,energy resources: non-renewable,"Resource use, fossils"
1a4b6bbc-0b9f-4900-906e-a3f4acef44fb,1bdce405-4884-4dea-ba55-397eba6ed51e,eutrophication: terrestrial,"Eutrophication, terrestrial"
56e8538c-efc0-4965-bb35-e74dd1928b98,208ef1bf-6c80-401e-b773-54f0960c09d9,"human toxicity: carcinogenic, organics no LT","Human toxicity, cancer_organics"
c7eb3f22-d396-4db7-b81c-e36760aac3e2,78594638-6ea2-4bd2-b8ca-371494d952a7,"human toxicity: carcinogenic, inorganics no LT","Human toxicity, cancer_inorganics"
3489eddf-6524-4095-ab19-d33e35e786f0,08618be5-a881-4be2-8849-47eb6b2b35d4,"climate change: total (incl. biogenic CO2, incl. SLCFs) no LT",climate change
27471b68-3bf2-445e-8c49-7ac858ca0873,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: direct land use change no LT,climate change
4d63e40d-cbad-4f12-9f01-c1c1914c316a,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
94fe8958-4b9e-4e7d-b9d8-6730aee4bbf0,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
7c6dd6f0-b04b-4f3c-96ae-9af8bb60b76b,87a57579-d6c4-477c-a327-f863804a15aa,human health,Human health
1c06e77a-d58f-44df-b24c-52ac1eb5cc43,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Terrestrial ecosystems
64bda09c-a14a-4c19-b428-5143f847014e,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
0a4461ef-d566-41a9-a247-e8b459b7e7bd,4d9ac60a-73ab-40cf-bc71-d967ef59865e,human health,Human health
fe5ea62b-bf97-4790-b5e2-efd5b036d821,4d9ac60a-73ab-40cf-bc71-d967ef59865e,natural resources,Resources
cafb1f40-6bcd-4ec9-9caf-4241652aac9f,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
7847cf86-7d56-44bb-b9a8-ac8dd868ee97,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
b5aedd22-6172-4546-a580-110e28abb4a4,3b556c4d-862e-4fef-b735-ce7bd31a0217,ionising radiation,Ionising radiation
97bb8221-8355-4c01-8a72-d6867c66b631,6e67b147-f0eb-48eb-bc09-0260d78a8f59,eutrophication: marine no LT,
d5cce0cc-55e1-4d85-97c1-ac0db9c29dff,6e67b147-f0eb-48eb-bc09-0260d78a8f59,human toxicity: carcinogenic no LT,
eac9ea43-fe2f-426a-b2dd-7d33e247e3fe,0310cf09-b06f-45ef-af69-b5a41880170d,material resources: metals/minerals,Mineral resource scarcity
1138120f-a5e0-49dd-b014-a9b19fba5b1e,0310cf09-b06f-45ef-af69-b5a41880170d,ozone depletion,Ozone depletion
2b795520-419c-4b6d-bfe1-2d14e383f491,81928238-d7ba-45fc-9f28-af354c2b7dd3,ecotoxicity: freshwater no LT,
88d562cd-2d8a-450b-8468-c05d5e800e51,81928238-d7ba-45fc-9f28-af354c2b7dd3,eutrophication: marine no LT,
d2ee2e4c-1d5d-40ac-8b34-9b7cba779610,be309eb5-a03c-4546-9608-81b504e08735,ecotoxicity: freshwater,Freshwater ecotoxicity
fc6839a2-0dd4-4dc5-bec4-9bd60d441d1c,be309eb5-a03c-4546-9608-81b504e08735,ionising radiation,Ionising radiation
6da5413c-06b1-4c57-aea3-f79baf3409b6,be309eb5-a03c-4546-9608-81b504e08735,land use,Land use
97b96cc8-85f0-432a-8bbf-b4bd32ef3c77,1b75e464-5938-4fbb-abc6-c15790d99ea7,climate change no LT,
7d7e2c61-19e9-47e4-8d0a-23dd9eb1899b,b19894fe-e19c-41ed-9819-6d0053d02b98,land use,
08abdca6-3d31-4b9b-88de-8d1646490c3d,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: fossil (EF v3.0 - IPCC 2013),
2a209f64-e165-4b1d-8af0-541237f50ba0,b5192a30-6786-4ef8-a955-e2645c3d5420,eutrophication: terrestrial,
8968f194-cece-4f8e-908a-10db76e00124,2866e7bc-b77a-4e03-bd91-811890e254c0,use of renewable secondary fuels,
6c855afd-b06c-48eb-8dfe-fc5622a28dbf,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,energy resources: renewable,
b79136a0-92dc-430b-8806-37e581ba05d8,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,material resources,
1dead7c7-eead-4b23-8a24-9ff90110f950,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,material resources: metals,
f2989f42-cfd2-49cf-846a-9ff90110f971,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,material resources: water,
27f10fa9-9278-4879-9556-eb4acccab703,1bdce405-4884-4dea-ba55-397eba6ed51e,ecotoxicity: freshwater,"Ecotoxicity, freshwater"
0f503555-74f9-4613-9cca-acb0764d9941,1bdce405-4884-4dea-ba55-397eba6ed51e,"human toxicity: non-carcinogenic, metals","Human toxicity, non-cancer_metals"
8b249cf5-36f3-4c31-ba98-272462bef694,1bdce405-4884-4dea-ba55-397eba6ed51e,land use,Land use
0acc4cd4-f31a-408f-aea2-f75f71d4fe04,1bdce405-4884-4dea-ba55-397eba6ed51e,photochemical oxidant formation: human health,Photochemical ozone formation - human health
83a62309-7166-47a1-a465-530d5e3ef655,208ef1bf-6c80-401e-b773-54f0960c09d9,climate change: biogenic no LT,Climate change-Biogenic
dd072822-8a32-4f62-943b-b8498aa3327a,f1d1c1a0-8ecf-441c-8576-a18d463df41b,material resources: metals/minerals,"Resource use, minerals and metals"
e3c5bf97-a930-4edb-bad1-0d505085c928,78594638-6ea2-4bd2-b8ca-371494d952a7,acidification no LT,Acidification
8d5dfe07-96a7-409f-9453-ec23d486eadd,78594638-6ea2-4bd2-b8ca-371494d952a7,energy resources: non-renewable no LT,"Resource use, fossils"
28490239-25fd-4b3b-b8be-491df33c541e,a0eb6ad1-a4aa-47aa-a80e-a94961846fc7,land use,
53f28d1a-4eb7-46d2-8a75-3f2c50cd0567,ac3b6c62-8053-4725-9756-07064cfcc810,land use no LT,
539f8f58-0efd-47e3-b303-cfde62f5a542,11e3b622-f745-4742-ad90-57c3efeef416,climate change,
de7c1925-ec4e-487f-b3f7-cfc23da4f506,4d49bc9f-dfbf-4c8d-9a98-f9bf7c6e8114,climate change no LT,
823ed5f3-0478-4394-8b41-8dec0016afd9,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: fossil emissions (excl. aircraft emissions),climate change
2dff679b-e0c4-4869-92c6-7c8a6fcacd1e,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: total (excl. biogenic CO2),climate change
36c28f6c-2ad9-4efc-8bd1-4cec25878824,1a570833-0403-4be3-9a8c-106a06786830,climate change: biogenic emissions (incl. CO2),climate change
5337bfd0-f2ea-4f5a-a00e-f7f58191c089,e57693cf-ed07-416c-8831-58f044f1bd76,"climate change: biogenic (excl. CO2, incl. SLCFs) no LT",climate change
89ff8f48-cd66-4ba6-bc20-22646d300431,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
a9ab8d04-4ff3-419b-8158-11f31d9e1ab2,25583383-5a50-4fbf-9850-c9f2d57607b5,resources,
4d5ce32a-cc2e-4393-b04f-0a857caead23,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Freshwater ecosystems
48782936-82a3-4fc1-ac2e-e085e834b5e5,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Terrestrial ecosystems
cd963dbe-4672-4a08-a966-b0960625cf77,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Freshwater ecosystems
08565312-73b3-4f2d-be5c-628405d37e18,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Terrestrial ecosystems
9edf65fe-f0aa-4519-89fd-3a5238b4948c,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
c05646a1-ce1a-4f8f-bf2a-417b76b78be1,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Terrestrial ecosystems
708ddc92-85d2-4113-b01b-51bf75498df1,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
5668bd41-58b5-4d65-bf91-13a5adfc848f,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
57b38391-6ce3-43d4-8505-d052d4d6e0af,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
2db9d12d-69d0-4699-a6f1-562a5964c18f,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,human health no LT,
71b312ca-a14e-4b41-8777-701ed194faf6,3b556c4d-862e-4fef-b735-ce7bd31a0217,eutrophication: freshwater,Freshwater eutrophication
9d6fbae1-89a1-463e-9d20-251252cabee1,3b556c4d-862e-4fef-b735-ce7bd31a0217,water use,Water use
a3b955f3-a7f5-4a41-b0c8-60cd754bfcdd,0310cf09-b06f-45ef-af69-b5a41880170d,eutrophication: freshwater,Freshwater eutrophication
593896b6-b6a6-4f00-9c36-6aa40a9f0c2c,81928238-d7ba-45fc-9f28-af354c2b7dd3,ionising radiation no LT,
d4af076c-7439-4207-a407-bcc6b81c5e33,81928238-d7ba-45fc-9f28-af354c2b7dd3,particulate matter formation no LT,
7853a0d9-41c9-48ff-9fd7-c5fc96b781c7,be309eb5-a03c-4546-9608-81b504e08735,eutrophication: freshwater,Freshwater eutrophication
27aef48a-7cc6-49ce-8f84-97f1a6639954,1b75e464-5938-4fbb-abc6-c15790d99ea7,particulate matter formation no LT,
1b079109-ec37-4eb1-b4fc-7a43e27dad27,b5192a30-6786-4ef8-a955-e2645c3d5420,climate change: land use and land use change (EF v3.0 - IPCC 2013),
1f8067f1-181a-40bc-9f71-9bced43f63ff,b5192a30-6786-4ef8-a955-e2645c3d5420,ozone depletion,
656f93ea-1f0e-4171-abb3-7add4e9c6c5c,cd086eff-2645-4f06-b500-dbfa1ae94285,intermediate and low-level radioactive waste disposed,
90b2732a-cc11-4f9f-93ac-6d890afa7fd3,35716c60-7337-4442-9f3a-42effd692b82,acidification,"acidification (incl. fate, average Europe total, A&B)"
0f2b6b14-f992-4bb9-8cb6-75f92ed9c649,35716c60-7337-4442-9f3a-42effd692b82,ecotoxicity: freshwater,Freshwater aquatic ecotoxicity (FAETP inf)
e3384118-3025-4392-802b-19c34fd65dab,35716c60-7337-4442-9f3a-42effd692b82,photochemical oxidant formation,photochemical oxidation (high NOx)
a3df454b-75dd-4a5d-93d1-8c56c49702f5,73998dad-83a3-4212-b61d-ec1a50ce5898,energy resources: non-renewable,
0c614808-e353-44f7-8106-2b0ca15c01e3,4774e3fa-dbf0-4ba1-b15d-9ff90110f950,"energy resources: renewable, wind",
7a74463e-bb0d-4f69-97c2-394b01e21be0,208ef1bf-6c80-401e-b773-54f0960c09d9,photochemical oxidant formation: human health no LT,Photochemical ozone formation - human health
fee1b729-2920-4032-945f-bbb06a83d785,78594638-6ea2-4bd2-b8ca-371494d952a7,climate change: biogenic no LT,Climate change-Biogenic
0bbdb785-2dfa-49c3-bd25-f1ccce77b6e0,78594638-6ea2-4bd2-b8ca-371494d952a7,human toxicity: carcinogenic no LT,"Human toxicity, cancer"
3373b8f7-9e47-48a0-952d-eca26205a558,a0eb6ad1-a4aa-47aa-a80e-a94961846fc7,material resources: metals,abiotic resources
3b53c4d5-c4f4-43bf-833d-de1570c2eba9,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,water use,"Water resources, evaporated"
e5238201-7503-4bfe-aab5-9ff90111207b,5ea371a5-944c-431b-b9a5-9ff901112067,land occupation,
a6d2bd6a-b51c-48c8-8582-6246eda2eb63,4d49bc9f-dfbf-4c8d-9a98-f9bf7c6e8114,climate change no LT,
486aa172-8a7a-4dd9-b4b4-12328acd0a7d,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: direct land use change (incl. SLCFs),climate change
82b960da-c0cd-4475-a5b8-1580ee44bf82,e57693cf-ed07-416c-8831-58f044f1bd76,"climate change: total (excl. biogenic CO2, incl. SLCFs) no LT",climate change
7579afbd-4e98-4b75-af14-f3d7c2fca8ad,25583383-5a50-4fbf-9850-c9f2d57607b5,waste disposal,
16882843-58ef-4dbd-a700-aa0874811f6f,25583383-5a50-4fbf-9850-c9f2d57607b5,waste disposal,
ab0ff8be-215e-4f98-bf1f-cf8469fba8e9,87a57579-d6c4-477c-a327-f863804a15aa,human health,Human health
aa4a7d1c-8a95-42a6-898f-85f55fe66008,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
44561360-0e64-40b2-a8b6-9004c94e76da,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Terrestrial ecosystems
54df09b9-e2a4-40ad-9e03-9d63abc780c5,e1ba87fc-66bd-4be7-8b09-e4d14da279be,total: ecosystem quality no LT,
843ed1b2-da45-4306-9fa1-3b14fe0d9c61,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,total: ecosystem quality no LT,
e9972392-58b2-42ca-a528-2f827359df94,6e67b147-f0eb-48eb-bc09-0260d78a8f59,"energy resources: non-renewable, fossil no LT",
9b351b9b-5e8e-4974-b2d9-123c9fc4a136,6e67b147-f0eb-48eb-bc09-0260d78a8f59,land use no LT,
1b605d1f-fc8b-460f-a682-71585f9985e9,0310cf09-b06f-45ef-af69-b5a41880170d,ecotoxicity: terrestrial,Terrestrial ecotoxicity
203b6c7c-5406-4715-bb30-bbfeffb9d9d7,81928238-d7ba-45fc-9f28-af354c2b7dd3,human toxicity: carcinogenic no LT,
05e2dfc5-d3e1-4716-8d27-b3916c83400a,be309eb5-a03c-4546-9608-81b504e08735,ozone depletion,Ozone depletion
d5f31381-4baf-4e79-a70f-46322e2c66ef,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,climate change no LT,
69cd8f96-1b5a-47b8-8b2b-98fd7c5d3988,b19894fe-e19c-41ed-9819-6d0053d02b98,human toxicity: carcinogenic,
b065dd2b-440b-4515-a095-d55d3dc483e7,2866e7bc-b77a-4e03-bd91-811890e254c0,total use of renewable primary energy resources (primary energy and primary energy resources used as raw materials),
3daafa94-287b-42a8-bc86-dcb2261a13b8,35716c60-7337-4442-9f3a-42effd692b82,ecotoxicity: terrestrial,Terrestrial ecotoxicity (TETP inf)
73a3fb30-597d-4995-82fa-f1320caed981,35716c60-7337-4442-9f3a-42effd692b82,material resources: metals/minerals,"abiotic depletion (elements, ultimate ultimate reserves)"
eb20bf3a-4f80-40e0-8d64-1a733a1bb331,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: renewable, solar",
775da674-5fa1-491b-a4cb-0dbf27f8b6fb,1bdce405-4884-4dea-ba55-397eba6ed51e,ozone depletion,Ozone depletion
6bbf9a4d-94c0-41c7-b49c-3d5b9b5294ba,208ef1bf-6c80-401e-b773-54f0960c09d9,energy resources: non-renewable no LT,"Resource use, fossils"
b0d997d9-d5c2-4a36-8cb8-7d4241b39c83,f1d1c1a0-8ecf-441c-8576-a18d463df41b,climate change: biogenic,Climate change-Biogenic
72e731fc-3bbc-467d-892c-dc2982ba794a,78594638-6ea2-4bd2-b8ca-371494d952a7,climate change no LT,Climate change
1b7bb131-eaef-44ba-92dd-599257923c43,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,waste disposal,"Waste, non radioactive "
940167ad-2569-456d-81eb-9ff901112085,5ea371a5-944c-431b-b9a5-9ff901112067,total,
