PCR,DATABASE_VERSION,COMPANY_CODE,ITEM_CODE,ITEM_NAME,UNIT_PROCESS_ID,CONVERSION_FACTOR
CONS,ecoinvent-v3.11,ZG,12318,外购中混废,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,ZG,14600,硅石,beba5da8-0617-4773-8273-2feb0f7d2536,1.0000000000
CONS,ecoinvent-v3.11,ZG,03055,,b4516042-b924-4f37-8538-9c80d43bc509,1.0000000000
CONS,ecoinvent-v3.11,ZG,1442-1,,7d9955a9-3517-4500-a69b-2b4f8c023403,1.0000000000
CONS,ecoinvent-v3.11,TA,103B0,,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,ZG,59090,,708ab0fb-6b9a-4261-b550-9ff3bca1ee44,1.0000000000
CONS,ecoinvent-v3.11,TA,1421,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,TA,1465,,96be24b0-4bf5-4acd-a549-9f7f7120ae99,1.0000000000
CONS,ecoinvent-v3.11,ZG,05025,,be7ed2d3-e5ed-4cf3-985e-095c1f7bc7db,1.0000000000
CONS,ecoinvent-v3.11,ZG,125F7,主原料硅钙铁,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,ZG,FBSMGO,,d0357c0e-e740-4de9-9d5f-2d59f7ab871b,1.0000000000
CONS,ecoinvent-v3.11,ZG,FENI,,02a106a3-90eb-4623-a8fb-afe452806a6c,1.0000000000
CONS,ecoinvent-v3.11,ZG,ZNPAN01,,db86395e-b827-4339-a1bb-d139d149ef54,1.0000000000
CONS,ecoinvent-v3.11,TA,HCRT,,2fcac100-8d50-42d6-a085-04862c21a14e,1.0000000000
CONS,ecoinvent-v3.11,TA,12308,高合金废钢,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,ZG,64300,工作辊,b49cc63c-6081-4d61-ae9c-c7e93b3a0b00,1.0000000000
CONS,ecoinvent-v3.11,TA,40813,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,60186,,d0569db2-b32e-4287-ad1b-d4cbb2824b26,1.0000000000
CONS,ecoinvent-v3.11,TA,D0751,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,16104,,a671c59a-5855-4cbd-b2c8-3b4dc1a9a3be,1.0000000000
CONS,ecoinvent-v3.11,TA,59091,,708ab0fb-6b9a-4261-b550-9ff3bca1ee44,1.0000000000
CONS,ecoinvent-v3.11,TA,XS16,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,ZG,101B8,主原料筛下粉-巴芬兰块矿筛下粉,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,12516,高碳铬铁,2fcac100-8d50-42d6-a085-04862c21a14e,1.0000000000
CONS,ecoinvent-v3.11,TA,14610,萤石,568d7ba2-a2cb-463c-95c5-220853706597,1.0000000000
CONS,ecoinvent-v3.11,TA,10407,球团矿-萨马科球团矿,b1709f4d-88e0-40ce-bc41-8e4bc0351b6a,1.0000000000
CONS,ecoinvent-v3.11,TA,60100,进口锰矿,27c18082-3f65-4c3c-9fa4-b81f94a5f28a,1.0000000000
CONS,ecoinvent-v3.11,TA,FS48,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,LCAO,,b1638a0c-902c-4736-9b55-bbebc6352689,1.0000000000
CONS,ecoinvent-v3.11,TA,933,二级纯水发生量,708ab0fb-6b9a-4261-b550-9ff3bca1ee44,1.0000000000
CONS,ecoinvent-v3.11,TA,10121,筛下粉-萨马科球团矿,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,ZG,04015,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,595,,2af78404-ac17-424d-9f32-a851518fb861,1.0000000000
CONS,ecoinvent-v3.11,TA,COKE,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,TA,TI97,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,ASMN,,3bdd2e55-e55b-4adb-ab71-4b2a32a7feff,1.0000000000
CONS,ecoinvent-v3.11,TA,14902,电镀锌粒2030,6e429431-a16e-4f46-b6ee-f977328c77fe,1.0000000000
CONS,ecoinvent-v3.11,TA,32200,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,TA,TI40,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,ZG,05161,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,ZG,12304,刨花压块,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,1299,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,59120,,708ab0fb-6b9a-4261-b550-9ff3bca1ee44,1.0000000000
CONS,ecoinvent-v3.11,ZG,A1955510,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,101B5,筛下粉-中信泰富球团筛下粉,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,ZG,TI40,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,62060,液碱,16be209f-ff29-4cc0-8e3d-c7e3fc950ab6,1.0000000000
CONS,ecoinvent-v3.11,TA,900-210-08-01,废旧油,f420a0e5-5e70-4754-8bb6-e8e92a734eb6,1.0000000000
CONS,ecoinvent-v3.11,ZG,02038,,eb88cdec-2993-4071-b19c-641578891dcc,1.0000000000
CONS,ecoinvent-v3.11,ZG,LCMO,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,1304,,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,40714,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,ZG,14404,石灰石微粉,09f96faf-0464-4fef-8cc7-c02c44f0a1b1,1.0000000000
CONS,ecoinvent-v3.11,TA,1309,,d0357c0e-e740-4de9-9d5f-2d59f7ab871b,1.0000000000
CONS,ecoinvent-v3.11,ZG,1408-2,,7460ac6c-bb01-4239-8ec8-1dda5b4fe989,1.0000000000
CONS,ecoinvent-v3.11,ZG,62050,硫酸,7168955e-1cf4-4bf3-b4a3-a47ad7b97e5e,1.0000000000
CONS,ecoinvent-v3.11,ZG,63100,盐酸,4246a325-234d-4810-8a30-8f65e78539fb,1.0000000000
CONS,ecoinvent-v3.11,TA,NBMN,,1c90792e-c495-490e-9907-a94cd6a25d1e,1.0000000000
BASIC,ecoinvent-v3.11,BR,18250,回收渣铁粉,f80be057-02a3-4751-a6f2-781a4c8b3daa,1.0000000000
BASIC,ecoinvent-v3.11,ZG,12558,锡锭,2f385979-ea63-4620-b081-d0155659bf65,1.0000000000
BASIC,ecoinvent-v3.11,WG,2356,,074c04a2-dce0-43a7-a046-c17533fd4e90,1.0000000000
BASIC,ecoinvent-v3.11,ZG,65030,,1d5d5488-9721-4d32-b8cc-d3b99a11de23,1.0000000000
BASIC,ecoinvent-v3.11,BR,64900,连轧辊,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,BR,WGN0,电镀锌后钢卷-外购-武钢,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,WG,336-064-17-3,含碱污泥,1a371afe-e838-4001-8b21-dbe651e9e1e4,1.0000000000
BASIC,ecoinvent-v3.11,TM,12304,刨花压块,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,TA,10377,粉矿-西皮粉,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,TA,L2810,冷轧硬卷-委外-1800,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,TA,123A7,电工钢废钢,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,BR,GF82R,精密管-委外加工-冷加工-焊管,92afbc0a-9b00-40fa-861d-0828382df740,1.0000000000
BASIC,ecoinvent-v3.11,TM,10390,粉矿-56混合粉,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,TM,10618,杂矿-料场下沉料,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,BR,62160,硅钢清洗剂,a651ebf4-6bca-4dda-94b7-fbb2c45ae2c7,1.0000000000
BASIC,ecoinvent-v3.11,TA,WGA3,小方坯-外购-武钢,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,ZG,FECA30,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,WG,LJGLP,,d3b4a406-20e8-4492-810d-6285e13f6e6f,1.0000000000
BASIC,ecoinvent-v3.11,BR,12570,钛压块,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,ZG,900-052-31,废铅蓄电池,50b2cb4f-cd14-41ca-af39-250f169c9767,1.0000000000
BASIC,ecoinvent-v3.11,ZG,FECR-T,,4f1a3047-5199-438e-a09e-f2db562eced9,1.0000000000
BASIC,ecoinvent-v3.11,WG,2225,,76f8ffde-93a6-4a4e-bcb2-218ccccca537,1.0000000000
BASIC,ecoinvent-v3.11,BR,14812,铝硅渣回收,df5d38fb-d131-4651-9457-4fddfaf89964,1.0000000000
BASIC,ecoinvent-v3.11,TM,63200,,a651ebf4-6bca-4dda-94b7-fbb2c45ae2c7,1.0000000000
BASIC,ecoinvent-v3.11,WG,10465,主原料球团矿-恒鑫球团,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,BR,60310,氨水,51d7c156-69fd-4b3d-a7cc-4b207e87d612,1.0000000000
BASIC,ecoinvent-v3.11,TA,16485,初轧小方坯-开坯后-委外加工,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,TA,62230,碳酸镍,d623ccd9-3b8e-4408-a254-73ee9836235e,1.0000000000
BASIC,ecoinvent-v3.11,TA,64053,无缝连轧辊        ,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,RG,18410,回收普冷可利用材,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,RG,1220,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,ZG,994,,4cbd3cb5-ea00-4e91-8a94-d08beacbd001,1.0000000000
BASIC,ecoinvent-v3.11,TA,12592,主原料低钛高碳铬铁,4f1a3047-5199-438e-a09e-f2db562eced9,1.0000000000
BASIC,ecoinvent-v3.11,TA,10407,球团矿-萨马科球团矿,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,TA,18820,回收无缝钢管可利用材      ,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,BR,12553,钙铁,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,BR,10534,,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,TM,12502,低碳锰铁,76f8ffde-93a6-4a4e-bcb2-218ccccca537,1.0000000000
BASIC,ecoinvent-v3.11,ZG,14811,锌炉底渣回收,ef5e9408-8dcd-4d9d-8015-5e0ce504a229,1.0000000000
BASIC,ecoinvent-v3.11,TA,62160,硅钢清洗剂        ,a651ebf4-6bca-4dda-94b7-fbb2c45ae2c7,1.0000000000
BASIC,ecoinvent-v3.11,TA,101B9,主原料筛下粉-沧州新兴铸管球团筛下粉,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,WG,59285,公用设施费压缩空气D,7389a887-4e1d-42fd-9c84-3d55a29c71bb,1.0000000000
BASIC,ecoinvent-v3.11,ZG,64400,中间辊,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,TM,12555,钙线,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,WG,10466,球团矿-铜陵有色球团,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,TA,A3402,小方坯-外购待精整,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,WG,10168,筛下粉-纽曼混合块,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,RG,48083,回收焦炉煤气,9dd600c6-140c-40c1-8afb-3fd4b08a97a4,1.0000000000
BASIC,ecoinvent-v3.11,TM,18029,回收焙烧烧结石灰石筛粉,1913b5be-488d-4f0f-8f8b-417c4abb7a34,1.0000000000
BASIC,ecoinvent-v3.11,ZG,10377,粉矿-西皮粉,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,ZG,FEAB40,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,TM,103C8,粉矿-SFCT粉矿,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,TM,62090,脱硫脱硝催化剂,193e669f-c471-4871-af26-6475cb3d654d,1.0000000000
BASIC,ecoinvent-v3.11,BR,62200,彩板处理液,62ec168d-448b-4b75-a9bb-5193374e82b0,1.0000000000
BASIC,ecoinvent-v3.11,BR,10464,球团矿-鄂州球团,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,TA,12321,热冲件,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,WG,10366,粉矿-国王粉,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,RG,48082,回收转炉煤气,99c992bc-68dc-430d-87fb-5d9cbdbe9679,1.0000000000
BASIC,ecoinvent-v3.11,BR,65712, 1800 连退中间辊        ,efcc5268-d1ab-473c-b25f-3b93bcf69a3d,1.0000000000
BASIC,ecoinvent-v3.11,TM,12541,硫铁,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,BR,18860,回收电炉可利用材,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,WG,24200,轻苯,12ad88ba-45aa-41bc-b470-78592e6e3f01,1.0000000000
BASIC,ecoinvent-v3.11,TA,12526,镍铁,970b7fc7-ff61-41d9-8008-38fbd1bd8849,1.0000000000
BASIC,ecoinvent-v3.11,WG,2263,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,TM,900-249-08-01,废矿物油（废油脂）,60c90698-51cb-49b4-9d79-387f4ff5d32a,1.0000000000
BASIC,ecoinvent-v3.11,BR,62220,抑制剂,0885134d-ddf8-4d21-9ded-5072e5a7f421,1.0000000000
BASIC,ecoinvent-v3.11,WG,15199,,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,WG,900-052-31,废铅蓄电池,50b2cb4f-cd14-41ca-af39-250f169c9767,1.0000000000
BASIC,ecoinvent-v3.11,ZG,FETIAB,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,TA,12328,统废,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,TA,18410,回收普冷可利用材,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,TM,12571,低钛低磷铁,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,RG,60168,炭化稻壳,cb217ef3-8ef3-4a7c-a8d8-c34cb664fbb1,1.0000000000
BASIC,ecoinvent-v3.11,WG,MHH-S,,86c979f1-7c68-48cb-b241-8ad925e1046f,1.0000000000
BASIC,ecoinvent-v3.11,RG,63500,防锈油,a651ebf4-6bca-4dda-94b7-fbb2c45ae2c7,1.0000000000
BASIC,ecoinvent-v3.11,BR,987,生活水发生量,d5e7c210-7348-48ed-81b1-190903b31eaf,1.0000000000
BASIC,ecoinvent-v3.11,WG,I2860,CSP热轧精整卷-委托加工-川云H068,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,TA,10534,精块矿-杂矿,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,ZG,LCNZT,,be3eeac7-c044-467c-89f9-6adaf595284c,1.0000000000
BASIC,ecoinvent-v3.11,TA,G0400,无缝管-外购-其他,92afbc0a-9b00-40fa-861d-0828382df740,1.0000000000
BASIC,ecoinvent-v3.11,BR,12532,,4fa9e60e-112e-43c7-9e6d-65c83d3b1186,1.0000000000
BASIC,ecoinvent-v3.11,ZG,48082,回收转炉煤气,99c992bc-68dc-430d-87fb-5d9cbdbe9679,1.0000000000
BASIC,ecoinvent-v3.11,ZG,62060,洗油,20a01dd3-9515-4b36-9641-78dbae7c6cbb,1.0000000000
BASIC,ecoinvent-v3.11,WG,18034,回收污泥,15289673-3d4b-479a-a02d-7838f5b7894d,1.0000000000
BASIC,ecoinvent-v3.11,WG,10470,球团矿-安徽泽乾球团,c935c14c-c5de-4816-9214-9ca4689232da,1.0000000000
BASIC,ecoinvent-v3.11,TA,A3600,小方坯-受托加工,aaa79245-d1f0-4780-bc99-0315a7713671,1.0000000000
BASIC,ecoinvent-v3.11,ZG,FBMGOC,,4099b319-64b7-427d-986b-1315fb202e93,1.0000000000
BASIC,ecoinvent-v3.11,TM,12373,油桶压块,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,WG,18430,回收酸洗可利用材,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,WG,18085,,ef5e9408-8dcd-4d9d-8015-5e0ce504a229,1.0000000000
BASIC,ecoinvent-v3.11,WG,2227,,76f8ffde-93a6-4a4e-bcb2-218ccccca537,1.0000000000
BASIC,ecoinvent-v3.11,BR,A14B0,连铸板坯-外购-太钢,1d5d5488-9721-4d32-b8cc-d3b99a11de23,1.0000000000
BASIC,ecoinvent-v3.11,WG,LWGPW,,7a35767d-eb4c-4b26-896a-d6277183b4e9,1.0000000000
BASIC,ecoinvent-v3.11,ZG,RHTLJ,,86c979f1-7c68-48cb-b241-8ad925e1046f,1.0000000000
BASIC,ecoinvent-v3.11,BR,103B1,粉矿-毛粉,71939b3f-b933-4b63-8687-33d2fdf85def,1.0000000000
BASIC,ecoinvent-v3.11,TM,62051,制酸催化剂,193e669f-c471-4871-af26-6475cb3d654d,1.0000000000
BASIC,ecoinvent-v3.11,TM,12507,台铝,7924ebf6-c3e9-4cfa-aca8-3630295edac8,1.0000000000
BASIC,ecoinvent-v3.11,BR,12509,铝棒,7924ebf6-c3e9-4cfa-aca8-3630295edac8,1.0000000000
CONS,ecoinvent-v3.11,TA,60123,隔离绳,c2e69341-d411-444a-b6c0-5e275bc3d7db,1.0000000000
CONS,ecoinvent-v3.11,ZG,05120,,b1709f4d-88e0-40ce-bc41-8e4bc0351b6a,1.0000000000
CONS,ecoinvent-v3.11,ZG,A1670223,,1f471929-c1c0-4daa-92e9-9d8acc6cab56,1.0000000000
CONS,ecoinvent-v3.11,TA,61200,电极,24d302f9-ecaa-4d9d-911a-db29140ed268,1.0000000000
CONS,ecoinvent-v3.11,ZG,LWGPY,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,LWGPY,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,ZG,14502,箱白云石,d0357c0e-e740-4de9-9d5f-2d59f7ab871b,1.0000000000
CONS,ecoinvent-v3.11,TA,12326,滚磨冷钢,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,60188,,d0569db2-b32e-4287-ad1b-d4cbb2824b26,1.0000000000
CONS,ecoinvent-v3.11,TA,63270,钝化剂        ,2ec7760d-e523-4b31-a139-34495a0d3c72,1.0000000000
CONS,ecoinvent-v3.11,TA,65711,,b49cc63c-6081-4d61-ae9c-c7e93b3a0b00,1.0000000000
CONS,ecoinvent-v3.11,ZG,04076,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,ZG,A1559072,,1c90792e-c495-490e-9907-a94cd6a25d1e,1.0000000000
CONS,ecoinvent-v3.11,TA,10362,粉矿-克利夫斯布鲁姆湖精粉,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,11021,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,11351,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,12302,直供重废,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,12506,低碳低铝硅铁,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,L-MN,,1c90792e-c495-490e-9907-a94cd6a25d1e,1.0000000000
CONS,ecoinvent-v3.11,TA,10317,粉矿-高锰卡拉加斯,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,1236,,ad72e45d-7e1d-4871-ac25-5d76d7f15a26,1.0000000000
CONS,ecoinvent-v3.11,TA,14803,热镀锌-五冷轧,6e429431-a16e-4f46-b6ee-f977328c77fe,1.0000000000
CONS,ecoinvent-v3.11,TA,62310,甲基磺酸(MSA),30d28f15-d7b5-41c3-999c-30a848f40b10,1.0000000000
CONS,ecoinvent-v3.11,TA,YJ012,,b1638a0c-902c-4736-9b55-bbebc6352689,1.0000000000
CONS,ecoinvent-v3.11,ZG,05191,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,ZG,50530,中压氮气-外购,75b6f48e-592f-49d1-830d-9488e2dcd420,1.0000000000
CONS,ecoinvent-v3.11,TA,593,,4a3ab1fd-46cd-49e3-9568-600cde2d0ade,1.0000000000
CONS,ecoinvent-v3.11,TA,63210,电镀锌耐指纹涂料,2ec7760d-e523-4b31-a139-34495a0d3c72,1.0000000000
CONS,ecoinvent-v3.11,TA,101A1,筛下粉-湛江酸性球团      ,b1709f4d-88e0-40ce-bc41-8e4bc0351b6a,1.0000000000
CONS,ecoinvent-v3.11,TA,1241,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,ZG,03021,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,ZG,12504,硅铁,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,ZG,62040,NaOH,16be209f-ff29-4cc0-8e3d-c7e3fc950ab6,1.0000000000
CONS,ecoinvent-v3.11,TA,64054,无缝张减辊,b49cc63c-6081-4d61-ae9c-c7e93b3a0b00,1.0000000000
CONS,ecoinvent-v3.11,TA,M0420,,6e429431-a16e-4f46-b6ee-f977328c77fe,1.0000000000
CONS,ecoinvent-v3.11,TA,1213,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,1242,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,40709,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,TA,62040,脱脂剂,713b5208-6a9e-4e06-ad7e-1bddb4c3f8f3,1.0000000000
CONS,ecoinvent-v3.11,ZG,10612,杂料-炼铁除尘灰,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,04-02-TL-SJ,干法脱硫灰（烧结）,9560e8c5-fcfe-43c1-93b7-88b07d27afe2,1.0000000000
CONS,ecoinvent-v3.11,ZG,FBSCAO,,c45fe27e-aa23-46b3-8a55-14324183a0a2,1.0000000000
CONS,ecoinvent-v3.11,TA,101B1,,6e1de47f-7fb6-408c-9c62-7e2c42cd34af,1.0000000000
CONS,ecoinvent-v3.11,TA,11073,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,12549,铝镁合金,3bdd2e55-e55b-4adb-ab71-4b2a32a7feff,1.0000000000
CONS,ecoinvent-v3.11,TA,1478,,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,GO-C,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,TA,1442,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,64960,线材辊环,b49cc63c-6081-4d61-ae9c-c7e93b3a0b00,1.0000000000
CONS,ecoinvent-v3.11,TA,900-300-34,废酸,4246a325-234d-4810-8a30-8f65e78539fb,1.0000000000
CONS,ecoinvent-v3.11,ZG,02024,,27c18082-3f65-4c3c-9fa4-b81f94a5f28a,1.0000000000
CONS,ecoinvent-v3.11,TA,12504,硅铁      ,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
CONS,ecoinvent-v3.11,TA,1340,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,W-BS,,3bdd2e55-e55b-4adb-ab71-4b2a32a7feff,1.0000000000
CONS,ecoinvent-v3.11,ZG,05221,,46dcfaeb-e106-4e4a-aba1-f310431cd901,1.0000000000
CONS,ecoinvent-v3.11,ZG,FL02,,16be209f-ff29-4cc0-8e3d-c7e3fc950ab6,1.0000000000
CONS,ecoinvent-v3.11,TA,1319,,3bdd2e55-e55b-4adb-ab71-4b2a32a7feff,1.0000000000
CONS,ecoinvent-v3.11,TA,GLFG,,d14962f9-364e-4e2d-afb2-50f80b4de8f1,1.0000000000
CONS,ecoinvent-v3.11,TA,60330,钒钛基脱硝催化剂,0b8fc742-0e4c-4c7e-8e2b-4ba6165906de,1.0000000000
CONS,ecoinvent-v3.11,TA,11305,,a7aa8f57-5f44-410f-8141-0a47c8aa617f,1.0000000000
CONS,ecoinvent-v3.11,TA,12564,钛铁97,7e3dc6a9-41a5-4fd4-99ff-d7c8b18b14d8,1.0000000000
